fecha,product_name,category_off,ventas,precio
2025-02-23,Galletas de chocolate 110 g,cookies,6,25.25
2025-02-23,Aceite vegetal 1 L,oil-vegetable,6,39.59
2025-02-23,Tenedores de plástico blanco 50 pzas,disposable-cutlery,1,46.97
2025-02-23,Melón,fruits-vegetables,33,17.73
2025-02-23,Sal fina 750 g,salt,3,14.53
2025-02-23,Frijol pinto 1 kg,beans-dry,5,17.34
2025-02-23,Helado vainilla 1 L,ice-cream,19,54.48
2025-02-23,Zanahoria,fruits-vegetables,63,16.05
2025-02-23,Pasta fusilli 500 g,pasta-dry,5,47.58
2025-02-23,Atún en agua 140 g,canned-fish,4,29.93
2025-02-23,Queso fresco 250 g,cheese-fresh,17,50.48
2025-02-23,Agua mineral 600 ml,bottled-water,7,33.38
2025-02-23,Vasos desechables plástico 500 ml 20 pzas,disposable-cups,10,50.82
2025-02-23,Sal yodada 1 kg,salt,4,42.36
2025-02-23,Galletas Marías 170 g,cookies,3,52.7
2025-02-23,Refresco limón 600 ml,soft-drinks,1,38.26
2025-02-23,Pañales etapa 4 40 pzas,baby-products,0,49.33
2025-02-23,Té negro 20 sobres,tea-bags,2,50.05
2025-02-23,Jamón enlatado 200 g,canned-meat,9,26.53
2025-02-23,Cereal de avena 450 g,cereal-box,1,50.81
2025-02-23,Leche semidescremada UHT 1L,milk-uht,7,55.27
2025-02-23,Plato unicel plano grande No. 9 25 pzas,disposable-plates,6,20.36
2025-02-23,Plátano,fruits-vegetables,156,29.35
2025-02-23,Tamarindo,fruits-vegetables,30,33.99
2025-02-23,Papel Higiénico 4 rollos,toilet-paper,8,51.57
2025-02-23,Tortillas de maíz 1 kg,tortillas-corn,15,25.39
2025-02-23,Lima,fruits-vegetables,56,29.36
2025-02-23,Toallas femeninas flujo abundante 10 pzas,personal-care,5,51.41
2025-02-23,Sal fina 750 g,salt,7,18.66
2025-02-23,Manzana,fruits-vegetables,24,33.13
2025-02-23,Encendedor desechable,lighter,5,42.14
2025-02-23,Frijoles refritos 430 g,canned-beans,16,21.67
2025-02-23,Arroz blanco 500 g,rice-white-dry,6,26.28
2025-02-23,Bistec de res 1 kg,beef-fresh,16,58.75
2025-02-23,Aguacate criollo,avocado,23,56.63
2025-02-23,Plato unicel pastelero No. 6 20 pzas,disposable-plates,7,14.89
2025-02-23,Néctar de durazno 1 L,juice-box,8,36.91
2025-02-23,Refresco limón 600 ml,soft-drinks,2,32.84
2025-02-23,Refresco limón 600 ml,soft-drinks,13,25.38
2025-02-23,Huevo orgánico 18 pzas,eggs,4,34.27
2025-02-23,Papaya,fruits-vegetables,134,33.79
2025-02-23,Carne deshebrada enlatada 300 g,canned-meat,2,10.08
2025-02-23,Huevo blanco 12 pzas,eggs,8,32.52
2025-02-23,Pan multigrano 680 g,bread-packaged,7,29.37
2025-02-23,Pasta fusilli 500 g,pasta-dry,10,33.98
2025-02-23,Frijol pinto 1 kg,beans-dry,7,44.91
2025-02-23,Refresco Coca-Cola 2.5 L,soda,0,12.62
2025-02-23,Charola unicel para carne 50 pzas,disposable-trays,3,42.52
2025-02-23,Galletas Marías 170 g,cookies,1,45.62
2025-02-23,Queso cheddar 200 g,cheese-hard,17,53.98
2025-02-23,Carne deshebrada enlatada 300 g,canned-meat,5,29.22
2025-02-23,Pan de caja blanco 680 g,bread-packaged,27,53.58
2025-02-23,Vaso unicel térmico 1 L (Litro) 10 pzas,disposable-cups,9,17.61
2025-02-23,Salsa verde 210 g,salsa-jarred,2,39.07
2025-02-23,Aguacate criollo,avocado,13,63.64
2025-02-23,Mamey,fruits-vegetables,24,25.52
2025-02-23,Jamón enlatado 200 g,canned-meat,12,20.92
2025-02-23,Toronja (pomelo),fruits-vegetables,71,19.83
2025-02-23,Atún en aceite 140 g,canned-fish,7,20.46
2025-02-23,Sardinas en salsa 155 g,canned-fish,13,35.0
2025-02-23,Aguacate Hass,avocado,27,59.44
2025-02-23,Chuleta de cerdo 1 kg,pork-fresh,7,53.14
2025-02-23,Galletas Marías 170 g,cookies,3,54.89
2025-02-23,Agua purificada 1.5 L,bottled-water,2,35.62
2025-02-23,Mandarina,fruits-vegetables,57,25.11
2025-02-23,Néctar de durazno 1 L,juice-box,8,34.9
2025-02-23,Verdolaga,fruits-vegetables,12,28.16
2025-02-23,Azúcar blanca 1 kg,sugar-white,13,44.21
2025-02-23,Bistec de res 1 kg,beef-fresh,7,54.35
2025-02-24,Cebolla,fruits-vegetables,155,21.02
2025-02-24,Aguacate Hass,avocado,12,43.96
2025-02-24,Detergente líquido 1 L,household-detergent,0,54.36
2025-02-24,Cereal de avena 450 g,cereal-box,0,49.81
2025-02-24,Queso panela 400 g,cheese-fresh,8,27.93
2025-02-24,Cereal de maíz 500 g,cereal-box,3,12.88
2025-02-24,Jamón enlatado 200 g,canned-meat,2,28.36
2025-02-24,Chícharo,fruits-vegetables,25,29.3
2025-02-24,Yoghurt natural 125 g,yogurt,4,60.93
2025-02-24,Frijoles refritos 430 g,canned-beans,3,76.85
2025-02-24,Jamón enlatado 200 g,canned-meat,7,21.15
2025-02-24,Leche semidescremada UHT 1L,milk-uht,5,46.68
2025-02-24,Té negro 20 sobres,tea-bags,1,52.04
2025-02-24,Refresco limón 600 ml,soft-drinks,1,16.17
2025-02-24,Frijoles enteros 560 g,canned-beans,8,43.03
2025-02-24,Galletas de chocolate 110 g,cookies,3,26.37
2025-02-24,Ciruela,fruits-vegetables,16,30.48
2025-02-24,Cereal de avena 450 g,cereal-box,0,38.49
2025-02-24,Melón,fruits-vegetables,20,17.73
2025-02-24,Berenjena,fruits-vegetables,38,20.14
2025-02-24,Aguacate criollo,avocado,8,64.98
2025-02-24,Vasos desechables plástico 500 ml 20 pzas,disposable-cups,3,53.94
2025-02-24,Frijol negro 1 kg,beans-dry,3,12.8
2025-02-24,Pañales etapa 4 40 pzas,baby-products,0,53.58
2025-02-24,Té verde 25 sobres,tea-bags,7,36.79
2025-02-24,Frijol negro 1 kg,beans-dry,6,44.93
2025-02-24,Queso cheddar 200 g,cheese-hard,17,39.81
2025-02-24,Ajo,fruits-vegetables,36,29.54
2025-02-24,Sal yodada 1 kg,salt,0,47.68
2025-02-24,Carne deshebrada enlatada 300 g,canned-meat,0,28.26
2025-02-24,Café molido 500 g,coffee-ground,0,45.49
2025-02-24,Plátano,fruits-vegetables,233,29.35
2025-02-24,Refresco limón 600 ml,soft-drinks,1,38.9
2025-02-24,Leche Evaporada Carnation 360 g,canned-milk,0,15.95
2025-02-24,Mamey,fruits-vegetables,17,25.52
2025-02-24,Tortillas de maíz 1 kg,tortillas-corn,6,17.04
2025-02-24,Detergente líquido 1 L,household-detergent,0,32.86
2025-02-24,Jitomate bola fresco,fresh-tomato,3,85.47
2025-02-24,Refresco cola 600 ml,soft-drinks,0,31.09
2025-02-24,Salsa Catsup 340 g,condiments,4,53.62
2025-02-24,Encendedor desechable,lighter,2,39.89
2025-02-24,Tortillas de maíz 500 g,tortillas-corn,9,64.59
2025-02-24,Vodka Smirnoff 750 ml,vodka,2,52.72
2025-02-24,Leche Condensada La Lechera 387 g,canned-milk,1,37.05
2025-02-24,Espinaca,fruits-vegetables,32,24.6
2025-02-24,Verduras mixtas congeladas 1 kg,frozen-vegetables,17,68.07
2025-02-24,Huevo blanco 12 pzas,eggs,7,33.24
2025-02-24,Chuleta de cerdo 1 kg,pork-fresh,14,67.6
2025-02-24,Sandía,fruits-vegetables,18,17.77
2025-02-24,Agua purificada 1.5 L,bottled-water,3,38.33
2025-02-24,Verdolaga,fruits-vegetables,13,28.16
2025-02-24,Shampoo restauración 400 ml,shampoo,3,29.73
2025-02-24,Higo,fruits-vegetables,23,34.91
2025-02-24,Huevo orgánico 18 pzas,eggs,4,41.19
2025-02-24,Café molido 500 g,coffee-ground,2,53.26
2025-02-24,Pan de caja blanco 680 g,bread-packaged,6,72.58
2025-02-24,Frijoles refritos 430 g,canned-beans,7,78.32
2025-02-24,Atún en aceite 140 g,canned-fish,4,43.05
2025-02-24,Cerveza Corona Extra 355 ml,beer,3,12.26
2025-02-24,Yoghurt griego 150 g,yogurt,4,49.58
2025-02-24,Sal fina 750 g,salt,0,16.41
2025-02-24,Té negro 20 sobres,tea-bags,5,62.68
2025-02-24,Cereal de avena 450 g,cereal-box,1,55.99
2025-02-24,Plato unicel con divisiones 15 pzas,disposable-plates,5,40.39
2025-02-24,Diezmillo de res 1 kg,beef-fresh,8,75.49
2025-02-24,Fresa,fruits-vegetables,12,26.94
2025-02-24,Frijol pinto 1 kg,beans-dry,1,29.24
2025-02-24,Refresco limón 600 ml,soft-drinks,3,21.39
2025-02-24,Carne deshebrada enlatada 300 g,canned-meat,1,29.77
2025-02-24,Ron Bacardí Blanco 750 ml,rum,0,22.14
2025-02-24,Queso panela 400 g,cheese-fresh,15,47.39
2025-02-24,Verduras mixtas congeladas 1 kg,frozen-vegetables,8,44.31
2025-02-24,Tomate triturado 400 g,canned-tomato,5,51.82
2025-02-24,Queso fresco 250 g,cheese-fresh,10,52.38
2025-02-24,Arroz blanco 500 g,rice-white-dry,4,60.48
2025-02-24,Huevo blanco 12 pzas,eggs,11,63.92
2025-02-24,Sal yodada 1 kg,salt,8,38.23
2025-02-24,Jitomate bola fresco,fresh-tomato,7,38.23
2025-02-24,Tortillas de maíz 500 g,tortillas-corn,5,24.51
2025-02-24,Brandy Presidente 940 ml,brandy,2,52.86
2025-02-24,Jitomate saladet fresco,fresh-tomato,16,74.82
2025-02-24,Queso manchego 200 g,cheese-hard,13,59.91
2025-02-24,Bistec de res 1 kg,beef-fresh,5,42.68
2025-02-24,Néctar de durazno 1 L,juice-box,4,30.79
2025-02-24,Pasta fusilli 500 g,pasta-dry,6,23.94
2025-02-24,Refresco limón 600 ml,soft-drinks,5,49.05
2025-02-24,Café molido 500 g,coffee-ground,1,32.7
2025-02-24,Queso fresco 250 g,cheese-fresh,18,58.05
2025-02-24,Mayonesa McCormick 390 g,condiments,6,40.45
2025-02-24,Calabacita,fruits-vegetables,73,19.4
2025-02-24,Chayote,fruits-vegetables,5,31.92
2025-02-24,Bistec de res 1 kg,beef-fresh,6,49.92
2025-02-24,Sardinas en salsa 155 g,canned-fish,0,34.24
2025-02-24,Azúcar blanca 1 kg,sugar-white,2,44.37
2025-02-24,Tomate verde (tomatillo),fruits-vegetables,115,21.25
2025-02-24,Pera,fruits-vegetables,19,34.59
2025-02-24,Café molido 250 g,coffee-ground,2,16.45
2025-02-24,Manzana,fruits-vegetables,24,33.13
2025-02-24,Helado vainilla 1 L,ice-cream,3,76.52
2025-02-24,Totopos 200 g,chips,3,21.73
2025-02-24,Aguacate Hass,avocado,19,57.52
2025-02-24,Betabel,fruits-vegetables,42,30.22
2025-02-24,Café molido 250 g,coffee-ground,2,15.68
2025-02-24,Helado vainilla 1 L,ice-cream,15,71.86
2025-02-24,Sal yodada 1 kg,salt,3,33.79
2025-02-24,Sardinas en salsa 155 g,canned-fish,2,44.44
2025-02-24,Tortillas de harina 1 kg,tortillas-flour,9,79.04
2025-02-24,Azúcar estándar 2 kg,sugar-white,3,16.63
2025-02-24,Sal fina 750 g,salt,6,35.16
2025-02-24,Jitomate bola fresco,fresh-tomato,9,38.65
2025-02-24,Arroz blanco 500 g,rice-white-dry,2,27.28
2025-02-24,Queso cottage 200 g,cheese-fresh,4,78.66
2025-02-24,Guayaba,fruits-vegetables,8,28.82
2025-02-24,Helado vainilla 1 L,ice-cream,8,55.57
2025-02-24,Café molido 500 g,coffee-ground,2,14.25
2025-02-24,Aguacate Hass,avocado,10,37.53
2025-02-24,Tequila José Cuervo Especial 990 ml,tequila,0,57.29
2025-02-24,Refresco limón 600 ml,soft-drinks,1,32.2
2025-02-24,Helado vainilla 1 L,ice-cream,6,44.92
2025-02-24,Aceite vegetal 1 L,oil-vegetable,5,52.42
2025-02-24,Atún en aceite 140 g,canned-fish,3,28.1
2025-02-24,Jitomate (tomate rojo),fruits-vegetables,148,21.34
2025-02-24,Helado vainilla 1 L,ice-cream,13,27.27
2025-02-24,Sardinas en salsa 155 g,canned-fish,0,38.9
2025-02-24,Frijol pinto 1 kg,beans-dry,5,10.47
2025-02-24,Puré de tomate 210 g,canned-tomato,7,46.37
2025-02-24,Yoghurt natural 125 g,yogurt,8,33.73
2025-02-24,Atún en agua 140 g,canned-fish,7,57.88
2025-02-24,Salsa verde 210 g,salsa-jarred,0,23.02
2025-02-24,Azúcar blanca 1 kg,sugar-white,1,60.24
2025-02-24,Vaso unicel térmico 1 L (Litro) 10 pzas,disposable-cups,5,19.13
2025-02-24,Toallas femeninas flujo abundante 10 pzas,personal-care,0,43.39
2025-02-24,Plato térmico unicel No. 8 25 pzas,disposable-plates,1,50.53
2025-02-24,Néctar de durazno 1 L,juice-box,4,41.25
2025-02-24,Salsa verde 210 g,salsa-jarred,3,41.25
2025-02-24,Frijol pinto 1 kg,beans-dry,2,17.25
2025-02-24,Arroz blanco 500 g,rice-white-dry,2,43.49
2025-02-24,Brócoli congelado 500 g,frozen-vegetables,1,30.47
2025-02-24,Cucharas de plástico pastelero 50 pzas,disposable-cutlery,6,45.0
2025-02-24,Pasta fusilli 500 g,pasta-dry,2,42.62
2025-02-24,Pan de caja blanco 680 g,bread-packaged,8,51.86
2025-02-24,Pasta fusilli 500 g,pasta-dry,2,29.35
2025-02-24,Vasos desechables unicel 500 ml 20 pzas,disposable-cups,6,15.07
2025-02-24,Coliflor,fruits-vegetables,53,31.15
2025-02-24,Frijol pinto 1 kg,beans-dry,7,36.47
2025-02-24,Carne deshebrada enlatada 300 g,canned-meat,3,48.15
2025-02-24,Chuleta de cerdo 1 kg,pork-fresh,12,33.26
2025-02-24,Frijoles refritos 430 g,canned-beans,4,47.28
2025-02-24,Piña,fruits-vegetables,29,24.98
2025-02-24,Jitomate bola fresco,fresh-tomato,4,68.78
2025-02-24,Aceite vegetal 1 L,oil-vegetable,2,28.57
2025-02-24,Papas fritas clásicas 170 g,chips,6,35.64
2025-02-24,Berro,fruits-vegetables,20,30.21
2025-02-24,Leche semidescremada UHT 1L,milk-uht,2,22.8
2025-02-24,Tortillas de harina 1 kg,tortillas-flour,3,52.48
2025-02-24,Papaya,fruits-vegetables,217,33.79
2025-02-24,Pan multigrano 680 g,bread-packaged,1,32.58
2025-02-24,Frijol negro 1 kg,beans-dry,3,37.42
2025-02-24,Arroz blanco 500 g,rice-white-dry,0,24.78
2025-02-24,Refresco cola 600 ml,soft-drinks,1,43.94
2025-02-24,Carne deshebrada enlatada 300 g,canned-meat,2,16.89
2025-02-24,Zanahoria,fruits-vegetables,44,16.05
2025-02-24,Leche descremada UHT 1L,milk-uht,4,45.81
2025-02-24,Helado vainilla 1 L,ice-cream,7,76.12
2025-02-24,Tortillas de maíz 500 g,tortillas-corn,12,36.08
2025-02-24,Galletas de chocolate 110 g,cookies,8,38.61
2025-02-24,Tejocote,fruits-vegetables,10,33.79
2025-02-24,Pasta espagueti 500 g,pasta-dry,6,46.55
2025-02-24,Col (repollo),fruits-vegetables,59,18.58
2025-02-24,Galletas Marías 170 g,cookies,2,61.05
2025-02-24,Plato unicel hondo pozolero 20 pzas,disposable-plates,2,36.0
2025-02-24,Zapote negro,fruits-vegetables,5,33.44
2025-02-24,Refresco cola 600 ml,soft-drinks,0,14.49
2025-02-24,Huevo orgánico 18 pzas,eggs,8,60.45
2025-02-24,Aceite vegetal 1 L,oil-vegetable,2,35.84
2025-02-24,Café molido 500 g,coffee-ground,4,41.71
2025-02-24,Queso cheddar 200 g,cheese-hard,16,60.78
2025-02-24,Huevo orgánico 18 pzas,eggs,4,34.34
2025-02-24,Pepino,fruits-vegetables,51,20.82
2025-02-24,Totopos 200 g,chips,0,32.4
2025-02-24,Jugo de naranja 1 L,juice-box,11,32.61
2025-02-24,Tortillas de maíz 1 kg,tortillas-corn,12,23.77
2025-02-24,Huevo blanco 12 pzas,eggs,1,65.3
2025-02-24,Pasta espagueti 500 g,pasta-dry,5,61.79
2025-02-24,Queso gouda 300 g,cheese-hard,10,83.58
2025-02-24,Queso cottage 200 g,cheese-fresh,4,23.61
2025-02-24,Té negro 20 sobres,tea-bags,0,53.86
2025-02-24,Papas fritas clásicas 170 g,chips,3,13.21
2025-02-24,Chile poblano,fruits-vegetables,10,31.79
2025-02-24,Galletas Marías 170 g,cookies,5,47.11
2025-02-24,Queso panela 400 g,cheese-fresh,10,68.27
2025-02-24,Agua mineral 600 ml,bottled-water,7,32.43
2025-02-24,Cereal de avena 450 g,cereal-box,7,47.12
2025-02-24,Atún en agua 140 g,canned-fish,4,35.85
2025-02-24,Lomo de cerdo 1 kg,pork-fresh,5,66.02
2025-02-24,Helado vainilla 1 L,ice-cream,15,44.36
2025-02-24,Lima,fruits-vegetables,21,29.36
2025-02-24,Queso manchego 200 g,cheese-hard,7,34.24
2025-02-24,Café molido 250 g,coffee-ground,3,52.86
2025-02-24,Salsa roja 210 g,salsa-jarred,6,44.61
2025-02-24,Diezmillo de res 1 kg,beef-fresh,11,56.54
2025-02-24,Helado vainilla 1 L,ice-cream,10,55.29
2025-02-24,Sal yodada 1 kg,salt,3,21.77
2025-02-24,Tapa para vaso unicel 1 L 50 pzas,disposable-lids,0,18.39
2025-02-24,Whisky Black & White 700 ml,whisky,1,52.06
2025-02-24,Aguacate criollo,avocado,23,68.0
2025-02-24,Muslo de pollo 1 kg,chicken-fresh,10,28.82
2025-02-24,Té verde 25 sobres,tea-bags,1,16.73
2025-02-24,Atún en aceite 140 g,canned-fish,7,20.62
2025-02-24,Ejote,fruits-vegetables,47,32.55
2025-02-24,Chile verde (jalapeño/serrano),fruits-vegetables,34,27.16
2025-02-24,Plato unicel pastelero No. 6 20 pzas,disposable-plates,2,16.07
2025-02-24,Brócoli congelado 500 g,frozen-vegetables,9,29.39
2025-02-24,Queso gouda 300 g,cheese-hard,4,61.76
2025-02-24,Refresco Coca-Cola 2.5 L,soda,1,12.76
2025-02-24,Jugo de naranja 1 L,juice-box,2,26.52
2025-02-24,Totopos 200 g,chips,2,32.78
2025-02-24,Galletas Marías 170 g,cookies,5,42.91
2025-02-24,Elote (maíz tierno),fruits-vegetables,8,30.33
2025-02-24,Aguacate criollo,avocado,12,53.23
2025-02-24,Nopal,fruits-vegetables,7,15.08
2025-02-24,Tuna,fruits-vegetables,6,15.08
2025-02-24,Galletas Marías 170 g,cookies,1,54.6
2025-02-24,Chuleta de cerdo 1 kg,pork-fresh,4,57.46
2025-02-24,Azúcar estándar 2 kg,sugar-white,10,19.78
2025-02-24,Leche descremada UHT 1L,milk-uht,4,23.64
2025-02-24,Frijol pinto 1 kg,beans-dry,2,50.56
2025-02-24,Plato unicel plano grande No. 9 25 pzas,disposable-plates,5,20.6
2025-02-24,Queso cheddar 200 g,cheese-hard,6,58.76
2025-02-24,Charola unicel para carne 50 pzas,disposable-trays,0,43.68
2025-02-24,Galletas Marías 170 g,cookies,6,47.53
2025-02-24,Salsa roja 210 g,salsa-jarred,1,11.85
2025-02-24,Brócoli congelado 500 g,frozen-vegetables,5,78.14
2025-02-24,Frijoles enteros 560 g,canned-beans,12,69.3
2025-02-24,Mandarina,fruits-vegetables,96,25.11
2025-02-24,Frijoles enteros 560 g,canned-beans,7,20.59
2025-02-24,Agua purificada 1.5 L,bottled-water,1,35.97
2025-02-24,Sal fina 750 g,salt,2,20.58
2025-02-24,Pechuga de pollo fresca 1 kg,chicken-fresh,4,23.99
2025-02-24,Té negro 20 sobres,tea-bags,0,24.08
2025-02-24,Toronja (pomelo),fruits-vegetables,50,19.83
2025-02-24,Queso gouda 300 g,cheese-hard,20,48.31
2025-02-24,Frijoles refritos 430 g,canned-beans,8,22.42
2025-02-24,Granada roja,fruits-vegetables,16,26.54
2025-02-24,Refresco cola 600 ml,soft-drinks,3,50.8
2025-02-24,Jitomate saladet fresco,fresh-tomato,20,25.05
2025-02-24,Carne deshebrada enlatada 300 g,canned-meat,1,10.05
2025-02-24,Uva,fruits-vegetables,12,34.97
2025-02-24,Queso cheddar 200 g,cheese-hard,11,45.83
2025-02-24,Acelga,fruits-vegetables,37,33.94
2025-02-24,Pasta dental 75 ml,toothpaste,2,17.46
2025-02-24,Leche descremada UHT 1L,milk-uht,2,50.83
2025-02-24,Café molido 250 g,coffee-ground,1,37.69
2025-02-24,Papel Higiénico 4 rollos,toilet-paper,4,40.97
2025-02-24,Lechuga,fruits-vegetables,47,15.42
2025-02-24,Aceite vegetal 1 L,oil-vegetable,6,45.71
2025-02-24,Jitomate saladet fresco,fresh-tomato,8,35.96
2025-02-24,Jamón enlatado 200 g,canned-meat,4,13.71
2025-02-24,Mango,fruits-vegetables,3,16.2
2025-02-24,Arroz blanco 1 kg,rice-white-dry,5,18.75
2025-02-24,Puré de tomate 210 g,canned-tomato,1,24.03
2025-02-24,Tenedores de plástico blanco 50 pzas,disposable-cutlery,0,56.07
2025-02-24,Agua purificada 1.5 L,bottled-water,2,16.48
2025-02-24,Tortillas de harina 1 kg,tortillas-flour,3,27.05
2025-02-24,Contenedor térmico unicel con tapa (Hamburguesero) 50 pzas,disposable-containers,0,56.66
2025-02-24,Sal fina 750 g,salt,1,19.49
2025-02-24,Frijoles refritos 430 g,canned-beans,5,53.05
2025-02-24,Huevo blanco 12 pzas,eggs,2,48.92
2025-02-24,Papas fritas clásicas 170 g,chips,1,11.82
2025-02-24,Sal fina 750 g,salt,4,40.62
2025-02-24,Tamarindo,fruits-vegetables,50,33.99
2025-02-24,Azúcar estándar 2 kg,sugar-white,2,32.05
2025-02-24,Refresco limón 600 ml,soft-drinks,1,29.08
2025-02-25,Muslo de pollo 1 kg,chicken-fresh,19,28.27
2025-02-25,Toronja (pomelo),fruits-vegetables,39,19.83
2025-02-25,Sal yodada 1 kg,salt,3,42.29
2025-02-25,Mango,fruits-vegetables,9,16.2
2025-02-25,Verduras mixtas congeladas 1 kg,frozen-vegetables,19,70.2
2025-02-25,Queso cheddar 200 g,cheese-hard,19,38.09
2025-02-25,Tortillas de maíz 500 g,tortillas-corn,12,20.91
2025-02-25,Sardinas en salsa 155 g,canned-fish,2,38.65
2025-02-25,Helado vainilla 1 L,ice-cream,15,64.2
2025-02-25,Té negro 20 sobres,tea-bags,2,24.64
2025-02-25,Azúcar blanca 1 kg,sugar-white,12,44.31
2025-02-25,Queso gouda 300 g,cheese-hard,13,46.15
2025-02-25,Tortillas de harina 1 kg,tortillas-flour,3,27.38
2025-02-25,Café molido 250 g,coffee-ground,2,17.5
2025-02-25,Jugo de naranja 1 L,juice-box,19,34.39
2025-02-25,Aceite vegetal 1 L,oil-vegetable,2,27.75
2025-02-25,Néctar de durazno 1 L,juice-box,6,29.96
2025-02-25,Bistec de res 1 kg,beef-fresh,16,49.96
2025-02-25,Jitomate saladet fresco,fresh-tomato,13,24.47
2025-02-25,Chuleta de cerdo 1 kg,pork-fresh,16,30.73
2025-02-25,Lomo de cerdo 1 kg,pork-fresh,14,65.37
2025-02-25,Café molido 500 g,coffee-ground,4,15.32
2025-02-25,Helado vainilla 1 L,ice-cream,3,78.33
2025-02-25,Refresco limón 600 ml,soft-drinks,1,30.28
2025-02-25,Calabacita,fruits-vegetables,38,19.4
2025-02-25,Granada roja,fruits-vegetables,16,26.54
2025-02-25,Carne deshebrada enlatada 300 g,canned-meat,1,39.39
2025-02-25,Bistec de res 1 kg,beef-fresh,5,55.46
2025-02-25,Tortillas de maíz 1 kg,tortillas-corn,17,27.05
2025-02-25,Refresco cola 600 ml,soft-drinks,4,48.48
2025-02-25,Sal fina 750 g,salt,1,20.88
2025-02-25,Helado vainilla 1 L,ice-cream,17,79.87
2025-02-25,Frijoles refritos 430 g,canned-beans,12,66.68
2025-02-25,Sandía,fruits-vegetables,15,17.77
2025-02-25,Arroz blanco 500 g,rice-white-dry,3,27.5
2025-02-25,Salsa roja 210 g,salsa-jarred,1,10.97
2025-02-25,Betabel,fruits-vegetables,30,30.22
2025-02-25,Jitomate bola fresco,fresh-tomato,3,50.28
2025-02-25,Sal yodada 1 kg,salt,3,31.72
2025-02-25,Chuleta de cerdo 1 kg,pork-fresh,8,75.5
2025-02-25,Café molido 250 g,coffee-ground,4,16.44
2025-02-25,Azúcar estándar 2 kg,sugar-white,7,15.53
2025-02-25,Aguacate criollo,avocado,18,71.48
2025-02-25,Queso cottage 200 g,cheese-fresh,5,78.14
2025-02-25,Frijol pinto 1 kg,beans-dry,4,11.48
2025-02-25,Papas fritas clásicas 170 g,chips,5,38.69
2025-02-25,Lechuga,fruits-vegetables,30,15.42
2025-02-25,Té verde 25 sobres,tea-bags,5,22.33
2025-02-25,Papas fritas clásicas 170 g,chips,3,9.27
2025-02-25,Frijoles enteros 560 g,canned-beans,21,75.86
2025-02-25,Toallas femeninas flujo abundante 10 pzas,personal-care,1,52.26
2025-02-25,Sal fina 750 g,salt,3,36.12
2025-02-25,Agua purificada 1.5 L,bottled-water,2,42.26
2025-02-25,Frijoles enteros 560 g,canned-beans,6,46.08
2025-02-25,Guayaba,fruits-vegetables,3,28.82
2025-02-25,Sardinas en salsa 155 g,canned-fish,3,47.28
2025-02-25,Manzana,fruits-vegetables,20,33.13
2025-02-25,Mandarina,fruits-vegetables,94,25.11
2025-02-25,Frijoles enteros 560 g,canned-beans,19,27.78
2025-02-25,Aguacate Hass,avocado,21,57.16
2025-02-25,Galletas Marías 170 g,cookies,6,48.47
2025-02-25,Tomate verde (tomatillo),fruits-vegetables,197,21.25
2025-02-25,Totopos 200 g,chips,2,18.98
2025-02-25,Totopos 200 g,chips,2,34.44
2025-02-25,Plátano,fruits-vegetables,261,29.35
2025-02-25,Aceite vegetal 1 L,oil-vegetable,3,40.6
2025-02-25,Encendedor desechable,lighter,4,41.22
2025-02-25,Atún en aceite 140 g,canned-fish,2,22.17
2025-02-25,Papaya,fruits-vegetables,200,33.79
2025-02-25,Queso cheddar 200 g,cheese-hard,17,50.47
2025-02-25,Huevo orgánico 18 pzas,eggs,7,44.55
2025-02-25,Huevo blanco 12 pzas,eggs,10,35.1
2025-02-25,Agua purificada 1.5 L,bottled-water,2,17.52
2025-02-25,Refresco limón 600 ml,soft-drinks,6,20.24
2025-02-25,Aguacate criollo,avocado,11,50.96
2025-02-25,Queso panela 400 g,cheese-fresh,24,55.59
2025-02-25,Brócoli congelado 500 g,frozen-vegetables,13,28.56
2025-02-25,Elote (maíz tierno),fruits-vegetables,12,30.33
2025-02-25,Té negro 20 sobres,tea-bags,8,56.18
2025-02-25,Frijol pinto 1 kg,beans-dry,3,49.82
2025-02-25,Mamey,fruits-vegetables,7,25.52
2025-02-25,Frijoles refritos 430 g,canned-beans,12,62.11
2025-02-25,Refresco limón 600 ml,soft-drinks,6,18.93
2025-02-25,Jitomate saladet fresco,fresh-tomato,12,36.45
2025-02-25,Nopal,fruits-vegetables,17,15.08
2025-02-25,Galletas Marías 170 g,cookies,1,45.23
2025-02-25,Leche Condensada La Lechera 387 g,canned-milk,0,34.84
2025-02-25,Agua purificada 1.5 L,bottled-water,1,39.32
2025-02-25,Sal fina 750 g,salt,1,41.25
2025-02-25,Leche descremada UHT 1L,milk-uht,2,58.48
2025-02-25,Café molido 500 g,coffee-ground,0,48.28
2025-02-25,Melón,fruits-vegetables,15,17.73
2025-02-25,Cereal de avena 450 g,cereal-box,2,55.75
2025-02-25,Azúcar estándar 2 kg,sugar-white,8,19.21
2025-02-25,Cereal de maíz 500 g,cereal-box,4,12.84
2025-02-25,Jugo de naranja 1 L,juice-box,1,25.67
2025-02-25,Tortillas de maíz 1 kg,tortillas-corn,8,21.61
2025-02-25,Ciruela,fruits-vegetables,9,30.48
2025-02-25,Ajo,fruits-vegetables,33,29.54
2025-02-25,Espinaca,fruits-vegetables,27,24.6
2025-02-25,Galletas Marías 170 g,cookies,1,58.11
